Timestamp,Trip ID_first,Segment_first,Latitude_mean,Longitude_mean,Bearing_mean,Speed_mean
2023-11-23 23:00:00,1.4010000632672854e+16,8.0,59.29740798682497,18.197254565724155,153.33333333333334,12.650000014326029
2023-11-23 23:01:00,1.4010000632665492e+16,4.0,59.29701128460112,18.207132839021227,151.58333333333334,12.709523825418382
2023-11-23 23:02:00,1.4010000632665492e+16,6.0,59.29985252829159,18.190405520270854,193.87058823529412,10.344705878987032
2023-11-23 23:03:00,1.4010000632665492e+16,6.0,59.28686822427286,18.279349404412347,68.24324324324324,10.064864931879816
2023-11-23 23:04:00,1.4010000632665492e+16,7.0,59.28813428011807,18.289067459106445,97.41818181818182,8.558181871067394
2023-11-23 23:05:00,1.4010000632665492e+16,8.0,59.28622719093605,18.295404999344438,135.03703703703704,11.22777776364927
2023-11-23 23:06:00,1.4010000632665492e+16,9.0,59.28293850957131,18.302425968403718,121.63265306122449,6.134693972918452
2023-11-23 23:07:00,1.4010000632665492e+16,9.0,59.28159801776592,18.305903361393856,156.84615384615384,11.79230734018179
2023-11-23 23:08:00,,,,,,
2023-11-23 23:09:00,,,,,,
2023-11-23 23:10:00,,,,,,
2023-11-23 23:11:00,,,,,,
2023-11-23 23:12:00,1.4010000632665608e+16,1.0,59.29035497594763,18.254704192832666,270.3888888888889,13.624074158845124
2023-11-23 23:13:00,1.4010000632665608e+16,1.0,59.29185573259989,18.2445064385732,296.4375,10.77083327372869
2023-11-23 23:14:00,1.4010000632665608e+16,2.0,59.2936622021245,18.235233867869656,276.3333333333333,11.99019609713087
2023-11-23 23:15:00,1.4010000632665608e+16,2.0,59.29480777067297,18.225778523613425,273.9117647058824,11.099999932681813
2023-11-23 23:16:00,1.4010000632665608e+16,2.0,59.29614879774011,18.21886759218962,304.7391304347826,7.480434749437415
2023-11-23 23:17:00,1.4010000632665608e+16,2.0,59.29792423248291,18.212551593780518,292.55,9.466666626930238
2023-11-23 23:18:00,1.4010000632665608e+16,3.0,59.29976122987036,18.204266305063285,299.5098039215686,8.23725495151445
2023-11-23 23:19:00,1.4010000632665608e+16,3.0,59.30882002575563,18.145718905005126,209.8019801980198,6.195049491259131
2023-11-23 23:20:00,1.4010000632665608e+16,3.0,59.311097145080566,18.132736206054688,213.83928571428572,5.771428570151329
2023-11-23 23:21:00,1.4010000632665608e+16,4.0,59.31747119610126,18.09053787818322,136.6769230769231,9.19538471515362
2023-11-23 23:22:00,1.4010000632670778e+16,1.0,59.313305530733274,18.131831493192507,187.5631067961165,12.25048542022705
2023-11-23 23:23:00,1.4010000632665608e+16,5.0,59.31107474762259,18.138424604841806,195.25242718446603,10.631067905611205
2023-11-23 23:24:00,1.4010000632665608e+16,5.0,59.30906625441563,18.143578658869238,228.76543209876544,10.566666650183407
2023-11-23 23:25:00,1.4010000632665608e+16,7.0,59.30771248858908,18.131810246343196,181.10434782608695,14.209565162658691
2023-11-23 23:26:00,1.4010000632665608e+16,7.0,59.30823095913591,18.13584250417249,175.51724137931035,14.866379359672809
2023-11-23 23:27:00,1.4010000632670778e+16,3.0,59.309213409423826,18.14091537475586,177.76,11.803000040054322
2023-11-23 23:28:00,1.4010000632665608e+16,8.0,59.30936055067109,18.141659783153997,186.9878048780488,7.715853736168
2023-11-23 23:29:00,1.4010000632665608e+16,9.0,59.31031403541565,18.142874312400817,192.625,13.992500066757202
2023-11-23 23:30:00,1.4010000632670778e+16,3.0,59.30654626422458,18.15522125032213,203.11111111111111,18.11666672759586
2023-11-23 23:31:00,1.4010000632670778e+16,3.0,59.30457906439753,18.155087253834942,202.6039603960396,16.603960178866245
2023-11-23 23:32:00,1.4010000632665608e+16,10.0,59.304363811717316,18.15957218992944,114.29411764705883,13.805882382626628
2023-11-23 23:33:00,1.4010000632665666e+16,1.0,59.30535895483835,18.158353226525442,108.32142857142857,6.8633928554398675
2023-11-23 23:34:00,1.4010000632670778e+16,4.0,59.307855402381676,18.152875826196762,87.70873786407768,4.467961061348036
2023-11-23 23:35:00,1.4010000632665666e+16,1.0,59.31142920539493,18.13245394116356,104.78571428571429,1.1416666777361006
2023-11-23 23:36:00,1.4010000632665666e+16,1.0,59.311639620934,18.13288888813537,117.74074074074075,5.985185204464712
2023-11-23 23:37:00,1.4010000632665666e+16,1.0,59.31832839702738,18.08159565103465,111.63793103448276,10.458620712674897
2023-11-23 23:38:00,1.4010000632665666e+16,1.0,59.30640399071478,18.150659356065976,120.21505376344086,12.619354904338877
2023-11-23 23:39:00,1.4010000632665666e+16,2.0,59.299558778242634,18.186266448281028,107.31818181818181,15.501818154074929
2023-11-23 23:40:00,1.4010000632670778e+16,6.0,59.29741511027018,18.19031016031901,107.65333333333334,14.008000081380208
2023-11-23 23:41:00,1.4010000632665666e+16,3.0,59.29633135588273,18.19705924987793,128.54782608695652,7.341739142459372
2023-11-23 23:42:00,1.4010000632665666e+16,3.0,59.2966466961485,18.189294140748302,123.79797979797979,8.691919220818413
2023-11-23 23:43:00,1.4010000632665666e+16,4.0,59.29388123292189,18.202484057499813,118.125,11.584615404789265
2023-11-23 23:44:00,1.4010000632665666e+16,5.0,59.30066548665365,18.17517100016276,92.0,10.734666595458984
2023-11-23 23:45:00,1.4010000632665666e+16,5.0,59.2911500453949,18.21768660545349,100.25,10.792499995231628
2023-11-23 23:46:00,1.4010000632665666e+16,7.0,59.30895132388709,18.171083270378833,87.30188679245283,11.513207489589476
2023-11-23 23:47:00,1.4010000632665666e+16,8.0,59.30850334167481,18.180738925933838,118.925,11.234999942779542
