Trip_ID,Segment,30_min_prediction,60_min_prediction
14010000632661438,9.0,2.426359,6.929405
14010000632661438,1.0,2.4692943,7.256785
14010000632661438,1.0,2.6587658,7.9931674
14010000632661438,1.0,2.8119233,8.6738405
14010000632661438,2.0,3.0061257,9.234037
14010000632661438,3.0,3.2002766,9.591015
14010000632661438,4.0,3.3587205,9.799311
14010000632661438,5.0,3.2850935,9.511824
14010000632661438,6.0,3.1955194,9.225465
14010000632661438,6.0,3.0889192,8.908739
14010000632661438,6.0,2.9786112,8.558905
14010000632661438,6.0,2.879247,8.179042
14010000632661438,6.0,2.8259912,7.9293013
14010000632661438,8.0,2.7011626,7.584676
14010000632661438,8.0,2.641054,7.3603163
14010000632661438,9.0,2.5930972,7.320668
14010000632661438,9.0,2.5765,7.408157
14010000632661438,9.0,2.5851986,7.582949
14010000632661438,9.0,2.5968354,7.671217
14010000632661438,1.0,2.742653,8.015802
14010000632661438,1.0,2.807848,8.226428
14010000632661438,1.0,2.857232,8.44769
14010000632661438,1.0,2.857188,8.503471
14010000632661438,1.0,2.9704263,8.732091
14010000632661438,1.0,3.0418074,8.923896
14010000632661438,3.0,2.9638045,8.708189
14010000632661438,5.0,2.967399,8.570259
14010000632661438,6.0,2.9258678,8.452469
14010000632661438,6.0,2.8772047,8.263332
14010000632661438,6.0,2.721862,7.8621616
14010000632661438,6.0,2.8026023,7.9774833
14010000632661438,8.0,2.7439742,7.853317
14010000632661438,8.0,2.6566925,7.6344905
14010000632661438,8.0,2.6685894,7.645146
14010000632661438,9.0,2.664008,7.5471253
14010000632661438,9.0,2.6422958,7.476055
14010000632661438,9.0,2.6008008,7.439834
14010000632661460,6.0,2.6761734,7.4547887
14010000632661460,7.0,2.6776478,7.53082
14010000632661460,8.0,2.622579,7.552622
14010000632661460,8.0,2.6317248,7.6076965
14010000632661460,9.0,2.5799994,7.575363
14010000632661460,9.0,2.7817438,8.109377
14010000632661460,9.0,2.7066908,8.026025
14010000632661460,10.0,2.7176728,7.9176764
14010000632661460,10.0,2.7483273,7.761319
14010000632661460,10.0,2.7132943,7.695898
14010000632661460,10.0,2.5540411,7.546493
14010000632661460,10.0,2.4875548,7.5981407
14010000632661460,10.0,2.5700383,7.920785
14010000632661460,11.0,2.765885,8.242156
14010000632661460,1.0,2.8440607,8.253667
14010000632661460,1.0,2.8756118,7.868531
14010000632661460,2.0,2.7981246,7.462599
14010000632661460,2.0,2.6144032,7.056624
14010000632661460,3.0,2.5168188,6.989242
14010000632661460,3.0,2.323531,6.603062
14010000632661460,4.0,2.5234866,6.963304
14010000632661460,4.0,2.5677397,7.1470957
14010000632661460,7.0,2.5402296,7.2464113
14010000632661460,8.0,2.4287946,7.192902
14010000632661460,9.0,2.5262232,7.5419984
14010000632661460,9.0,2.7162228,8.014522
14010000632661460,9.0,2.7389004,8.196817
14010000632661460,11.0,2.7873845,8.381501
14010000632661460,1.0,2.7563264,8.4450245
14010000632661460,4.0,2.8769054,8.432677
14010000632661460,9.0,2.8253784,8.169137
14010000632661460,9.0,2.7619314,8.033722
14010000632661460,9.0,2.6814144,7.835027
14010000632661460,10.0,2.5731204,7.538019
14010000632661460,10.0,2.696394,7.623856
14010000632661460,10.0,2.6979651,7.7129073
14010000632661460,11.0,2.5679948,7.6674533
14010000632661594,3.0,2.822097,8.491529
14010000632661594,3.0,2.8488002,8.585853
14010000632661594,3.0,2.9726815,8.843647
14010000632661594,4.0,3.0296857,8.926311
14010000632661594,4.0,3.0238335,8.865068
14010000632661594,4.0,3.0127888,8.786238
14010000632661594,5.0,2.9873953,8.678293
14010000632661594,5.0,2.925781,8.489615
14010000632661594,5.0,2.8743382,8.248585
14010000632661594,6.0,2.8526866,7.9589386
14010000632661594,8.0,2.8033922,7.753885
14010000632661594,1.0,2.7069266,7.5067406
14010000632661594,2.0,2.6804395,7.6899686
14010000632661594,2.0,2.6191568,7.8173895
14010000632661594,2.0,2.7556458,8.095615
14010000632661594,3.0,2.8190026,8.168132
14010000632661594,3.0,2.9535413,8.365701
14010000632661594,3.0,2.7791226,8.008465
14010000632661594,4.0,2.7602408,7.966761
14010000632661594,5.0,2.7504294,8.026159
14010000632661594,5.0,2.709172,8.04657
14010000632661594,6.0,2.74011,8.092125
14010000632661594,7.0,2.7267656,8.01536
14010000632661594,7.0,2.7673106,8.051643
14010000632661594,8.0,2.7490973,7.798484
14010000632661594,8.0,2.7369623,7.7112412
14010000632661594,9.0,2.7213564,7.7540045
14010000632661594,9.0,2.6779575,7.8055544
14010000632661594,10.0,2.6396823,7.8125334
14010000632661594,1.0,2.7940814,8.092783
14010000632661594,1.0,2.8205328,8.043469
14010000632661594,2.0,2.8216348,8.020089
14010000632661594,2.0,2.7297182,7.790063
14010000632661594,3.0,2.6824038,7.500695
14010000632661594,3.0,2.6381862,7.2606945
14010000632661594,3.0,2.642742,7.192856
14010000632661594,3.0,2.4537535,6.7370367
14010000632661594,4.0,2.4416075,6.7209535
14010000632661594,4.0,2.4434047,6.7705336
14010000632661594,5.0,2.443624,6.8870926
14010000632661594,5.0,2.448942,7.0547748
14010000632661594,6.0,2.4686396,7.1575546
14010000632661594,7.0,2.5252712,7.26005
14010000632661594,7.0,2.5786245,7.3606186
14010000632661594,8.0,2.6020708,7.4910855
14010000632661594,9.0,2.5739121,7.5060406
14010000632661594,9.0,2.6109233,7.6123295
14010000632661594,9.0,2.6807992,7.784264
14010000632661594,10.0,2.753176,7.968769
14010000632661594,10.0,2.6922557,7.843648
14010000632661612,3.0,2.783015,8.140666
14010000632661612,3.0,2.8228767,8.139724
14010000632661612,4.0,2.8361812,8.096417
14010000632661612,5.0,2.8195047,8.046489
14010000632661612,6.0,2.6891003,7.8296323
14010000632661612,6.0,2.7413392,8.029166
14010000632661612,8.0,2.7274961,8.132128
14010000632661612,8.0,2.8130946,8.380274
14010000632661612,8.0,2.8529768,8.452012
14010000632661612,9.0,2.8914683,8.411801
14010000632661612,1.0,2.918013,8.296737
14010000632661612,1.0,2.887024,8.193896
14010000632661612,6.0,2.7475007,7.9500885
14010000632661612,8.0,2.702922,7.9789844
14010000632661612,8.0,2.7451541,8.052899
14010000632661612,8.0,2.7852716,8.097693
14010000632661612,9.0,2.8139238,8.19793
14010000632661612,9.0,2.7758918,8.236098
14010000632661630,5.0,2.705196,8.044104
14010000632661784,1.0,2.519972,7.477452
14010000632661784,3.0,2.6057355,7.5987797
14010000632661784,4.0,2.7069135,7.675335
14010000632661784,4.0,2.7434916,7.724263
14010000632661784,5.0,2.66218,7.38544
14010000632661784,2.0,2.5039005,7.127041
14010000632661784,3.0,2.538318,7.2190237
14010000632661784,5.0,2.5498898,7.269717
14010000632661784,6.0,2.4880443,7.240899
14010000632661784,7.0,2.6378493,7.6017957
14010000632661784,8.0,2.583072,7.4673495
14010000632661784,8.0,2.6291685,7.6026134
14010000632661784,9.0,2.6123362,7.6988444
14010000632661862,8.0,2.6314282,7.6085515
14010000632661862,9.0,2.605895,7.557792
14010000632661862,9.0,2.729592,7.8758187
14010000632661882,5.0,2.7326064,7.9298773
14010000632661882,7.0,2.7592566,7.9724383
14010000632661942,10.0,2.5468776,7.240519
14010000632661942,10.0,2.60344,7.3381495
14010000632661942,1.0,2.582913,7.245452
14010000632662038,4.0,2.6035447,7.7089443
14010000632662038,4.0,2.7580073,7.8938527
14010000632662038,6.0,2.7745547,7.7854037
14010000632662118,9.0,2.6178946,7.4787774
14010000632662118,9.0,2.6616485,7.517762
14010000632662118,10.0,2.6258836,7.4306803
14010000632662118,10.0,2.6247606,7.3999276
14010000632662136,1.0,2.4556262,7.252293
14010000632662136,3.0,2.6621206,7.5644584
14010000632662136,3.0,2.7985961,7.789021
14010000632662136,4.0,2.7309575,7.5651994
14010000632662136,4.0,2.5381858,7.202095
14010000632662136,8.0,2.5476336,7.2244287
14010000632662136,3.0,2.5302145,7.242895
14010000632662136,3.0,2.5432491,7.3126497
14010000632662136,4.0,2.6147647,7.4410067
14010000632662136,6.0,2.6118846,7.4557223
14010000632662136,8.0,2.6574166,7.6222334
14010000632662136,9.0,2.6606715,7.558893
14010000632662136,9.0,2.6651583,7.523717
14010000632662156,9.0,2.7680013,7.860743
14010000632662156,9.0,2.8069935,7.858175
14010000632662156,7.0,2.5262446,8.024121
14010000632662156,8.0,2.5218139,7.8762436
14010000632662156,9.0,2.7047286,7.965475
14010000632662156,9.0,2.914885,8.049975
14010000632662156,9.0,3.075345,8.05606
14010000632662236,8.0,2.5740075,7.164496
14010000632662236,9.0,2.5572205,6.958244
14010000632662236,9.0,2.5682755,6.8341837
14010000632662236,10.0,2.686712,6.8792224
14010000632662236,10.0,2.4755723,6.208855
14010000632662236,8.0,2.4192443,5.9228826
14010000632662236,8.0,2.3271382,5.733612
14010000632662236,9.0,2.1735525,5.558265
14010000632662236,10.0,2.1616194,5.666776
14010000632662236,10.0,2.2284825,5.9271865
14010000632662352,1.0,2.2242897,5.4914904
14010000632662352,1.0,2.376163,5.941688
14010000632662352,1.0,2.2015133,5.80644
14010000632662352,2.0,2.1481931,5.852965
14010000632662352,2.0,1.4524093,7.5186586
14010000632662352,3.0,2.0626092,8.319276
14010000632662352,3.0,2.441359,8.41408
14010000632662352,4.0,2.75126,8.313644
14010000632662352,4.0,2.5196536,9.59744
14010000632662352,5.0,1.61708,9.487729
14010000632662352,6.0,1.5028769,10.107975
14010000632662352,7.0,1.7212896,10.771552
14010000632662352,9.0,2.62072,10.732325
14010000632662352,1.0,3.107186,10.312493
14010000632662352,1.0,3.3012958,9.614564
14010000632662352,2.0,3.2182994,8.8263445
14010000632662352,3.0,2.738096,7.5963216
14010000632662352,3.0,2.543039,7.183537
14010000632662352,3.0,2.5280178,7.1334944
14010000632662352,4.0,2.5742657,7.3319154
14010000632662352,5.0,2.563543,7.395677
14010000632662352,4.0,2.6001508,7.4994063
14010000632662352,6.0,2.6191776,7.6380153
14010000632662352,7.0,2.6909072,7.882721
14010000632662352,9.0,2.704168,8.071249
14010000632662370,2.0,2.1335328,8.884678
14010000632662370,5.0,1.6857462,9.636287
14010000632662370,6.0,1.6522713,10.292499
14010000632662370,6.0,1.7317106,10.81416
14010000632662370,6.0,2.6298988,10.734631
14010000632662370,6.0,3.100461,10.281642
14010000632662370,8.0,3.2148595,10.128694
14010000632662370,9.0,3.1501632,9.526143
14010000632662370,1.0,2.9367776,8.598708
14010000632662370,1.0,2.4041736,9.605016
14010000632662370,1.0,2.1340425,10.463001
14010000632662370,5.0,1.3808333,10.123008
14010000632662370,5.0,1.802814,10.977728
14010000632662370,5.0,2.070052,11.489808
14010000632662370,7.0,2.0684094,11.486648
14010000632662370,6.0,2.0738647,11.494468
14010000632662370,6.0,2.0719433,11.495891
14010000632662370,6.0,2.0712845,11.497586
14010000632662370,9.0,2.0735037,11.499484
14010000632662370,9.0,2.276465,11.385545
14010000632662370,1.0,2.801762,10.765682
14010000632662370,1.0,3.294301,10.42108
14010000632662370,2.0,3.3792462,9.792998
14010000632662370,3.0,3.2599308,8.919986
14010000632662370,5.0,2.6744485,7.488281
14010000632662448,8.0,3.2662706,9.095321
14010000632662448,9.0,2.7101688,8.01006
14010000632662448,1.0,2.7502887,8.158649
14010000632662448,2.0,2.2956634,9.430872
14010000632662448,2.0,1.9376578,10.1920395
14010000632662448,3.0,1.7724085,10.656505
14010000632662448,6.0,1.7794813,10.968318
14010000632662448,6.0,2.6708999,10.685947
14010000632662448,8.0,3.1636279,10.116231
14010000632662448,9.0,3.349728,9.554302
14010000632662448,9.0,3.1903255,8.873151
14010000632662448,2.0,2.649479,7.7208447
14010000632662448,4.0,2.7281868,7.96307
14010000632662448,6.0,2.8732731,8.23568
14010000632662448,6.0,2.8399904,8.243948
14010000632662448,6.0,2.9020975,8.3464155
14010000632662448,8.0,2.9334702,8.304834
14010000632662448,8.0,2.8049965,8.062847
14010000632662448,8.0,2.875816,8.153628
14010000632662448,8.0,2.8187838,8.069456
14010000632662448,9.0,2.8023534,8.114201
14010000632662448,9.0,2.8470993,8.269657
14010000632662466,1.0,2.8741777,9.86607
14010000632662466,1.0,3.4274776,9.980056
14010000632662466,2.0,3.397364,9.3870325
14010000632662466,5.0,2.8756714,8.009393
14010000632662466,5.0,2.7894914,7.8708944
14010000632662466,4.0,2.61698,7.7221136
14010000632662466,5.0,2.639581,7.715338
14010000632662466,6.0,2.7924016,8.065898
14010000632662466,9.0,2.9222765,8.551946
14010000632662466,9.0,2.8475215,8.504591
14010000632662466,1.0,2.6324863,8.05315
14010000632662466,1.0,3.1044629,8.667501
14010000632662466,2.0,2.98401,8.290681
14010000632662466,3.0,2.7934625,7.84915
14010000632662466,3.0,2.7241397,7.7087836
14010000632662466,4.0,2.672002,7.6991467
14010000632662466,6.0,2.6396778,7.8279004
14010000632662466,8.0,2.7988133,8.221785
14010000632662506,9.0,2.7965372,10.59882
14010000632662506,1.0,2.1906583,10.632239
14010000632662506,8.0,2.3229766,9.763861
14010000632662506,8.0,2.8527868,9.765002
14010000632662506,8.0,3.392893,9.590505
14010000632662506,9.0,3.3054094,8.673343
14010000632662602,2.0,3.2300615,8.921877
14010000632662602,2.0,2.7458382,7.8534307
14010000632662602,4.0,2.8030107,8.089868
14010000632662602,4.0,2.8983676,8.444745
14010000632662602,5.0,2.9997349,8.780825
14010000632662602,5.0,3.0029252,8.906738
14010000632662602,5.0,2.9940073,8.954928
14010000632662602,4.0,2.8825707,8.863861
14010000632662602,8.0,2.887999,8.5676155
14010000632662602,8.0,3.0029054,8.409084
14010000632662602,9.0,2.9470315,8.144499
14010000632662602,1.0,2.8057497,7.807723
14010000632662602,1.0,2.520299,7.1731825
14010000632662602,1.0,2.6969578,7.5882816
14010000632662602,1.0,2.6925275,7.6683946
14010000632662602,1.0,2.664047,7.5853257
14010000632662602,2.0,2.6185415,7.37994
14010000632662602,3.0,2.641344,7.4581547
14010000632662602,4.0,2.6395073,7.6005588
14010000632662602,5.0,2.6496735,7.8910336
14010000632662602,5.0,2.7690053,7.886141
