Unnamed: 0.1,Unnamed: 0,Timestamp,Trip ID_first,Segment_first,Latitude_mean,Longitude_mean,Bearing_mean,Speed_mean,Speed_max
0,0.0,2023-01-02 08:52:00,1.4010000626967368e+16,1.0,59.77281594276428,18.688526928424835,174.3125,5.715625066310167,11.399999618530272
1,1.0,2023-01-02 08:53:00,1.4010000626967368e+16,2.0,59.77314788219976,18.69300438376034,145.2549019607843,7.1803921718223425,10.300000190734863
2,2.0,2023-01-02 08:54:00,1.4010000626967368e+16,2.0,59.76984405517578,18.693984205072574,167.0909090909091,4.12727270343087,10.0
3,3.0,2023-01-02 08:55:00,1.4010000626967368e+16,3.0,59.7666955835679,18.69629575691971,174.35294117647058,4.7999999558224395,9.399999618530272
4,4.0,2023-01-02 08:56:00,1.4010000626967368e+16,4.0,59.7642162322998,18.69629704157511,182.98333333333332,6.728333226839701,10.0
5,5.0,2023-01-02 08:57:00,1.4010000626967368e+16,6.0,59.76003837585449,18.69685869216919,165.48333333333332,5.329999993244807,10.0
6,6.0,2023-01-02 08:58:00,1.4010000626967368e+16,26.0,59.75898147841632,18.69726992461641,161.0,2.389830516556562,8.100000381469727
7,7.0,2023-01-02 08:59:00,1.4010000626967368e+16,7.0,59.75893445168772,18.70144321072486,138.3709677419355,4.567741949712077,8.100000381469727
8,8.0,2023-01-02 09:00:00,1.4010000626967368e+16,8.0,59.75960856470569,18.70313394480738,72.60344827586206,3.2465517171498,7.800000190734863
9,9.0,2023-01-02 09:01:00,1.4010000626967368e+16,9.0,59.759992599487305,18.707058686476486,89.46153846153847,6.849999996332022,7.800000190734863
10,10.0,2023-01-02 09:02:00,1.4010000626967368e+16,21.0,59.761166740866265,18.713127585018384,349.6470588235294,7.88823548485251,9.199999809265137
11,11.0,2023-01-02 09:03:00,1.4010000626967368e+16,10.0,59.76309723150535,18.71396818317351,18.049180327868857,0.2721311401148311,4.199999809265137
12,12.0,2023-01-02 09:04:00,1.4010000626967368e+16,10.0,59.764089520772295,18.714456621805827,53.53333333333333,5.415000059207281,8.300000190734863
13,13.0,2023-01-02 09:05:00,1.4010000626967368e+16,11.0,59.76664502692945,18.71446927388509,343.54545454545456,3.418181845636078,6.900000095367432
14,14.0,2023-01-02 09:06:00,1.4010000626967368e+16,12.0,59.768248558044434,18.72088532447815,91.425,3.9349999606609343,9.199999809265137
15,15.0,2023-01-02 09:07:00,1.4010000626967368e+16,13.0,59.768215439536355,18.724394581534646,99.0,5.477272776040164,8.899999618530273
16,16.0,2023-01-02 09:08:00,1.4010000626967368e+16,14.0,59.7666182682432,18.72822090675091,182.41379310344828,6.906896722727809,8.600000381469727
17,17.0,2023-01-02 09:09:00,1.4010000626967368e+16,15.0,59.76535846876062,18.72966782943062,269.54347826086956,0.6521739104519719,3.900000095367432
18,18.0,2023-01-02 09:10:00,1.4010000626967368e+16,15.0,59.7655218058619,18.729343973357103,308.7931034482759,1.5293103209857284,5.0
19,19.0,2023-01-02 09:11:00,1.4010000626967368e+16,15.0,59.76662379939382,18.72824817750512,139.0487804878049,5.553658590084169,8.300000190734863
20,20.0,2023-01-02 09:12:00,1.4010000626967368e+16,16.0,59.7684204347672,18.725226925265403,270.96774193548384,9.122580651314028,11.699999809265137
21,21.0,2023-01-02 09:13:00,1.4010000626967368e+16,13.0,59.76824944918273,18.72219983085257,256.1967213114754,1.4836065818051822,8.300000190734863
22,22.0,2023-01-02 09:14:00,1.4010000626967368e+16,17.0,59.76802701366191,18.71854680898238,261.0204081632653,7.632653139075455,10.800000190734863
23,23.0,2023-01-02 09:15:00,1.4010000626967368e+16,19.0,59.76612349687996,18.714506860506734,190.08474576271183,6.161016978449741,10.300000190734863
24,24.0,2023-01-02 09:16:00,1.4010000626967368e+16,10.0,59.7620828665939,18.71341174256568,188.27450980392155,7.854902010337979,11.100000381469728
25,25.0,2023-01-02 09:17:00,1.4010000626967368e+16,21.0,59.76019032796224,18.710621662628956,264.0,5.502564075665596,8.899999618530273
26,26.0,2023-01-02 09:18:00,1.4010000626967368e+16,9.0,59.760114632400814,18.70688644109988,258.3921568627451,1.6784314057406258,8.100000381469727
27,27.0,2023-01-02 09:19:00,1.4010000626967368e+16,8.0,59.759654329534165,18.7029615703382,255.56140350877192,3.2280701733472053,10.0
28,28.0,2023-01-02 09:20:00,1.4010000626967368e+16,23.0,59.75959027608235,18.702326774597168,256.0,0.0,0.0
29,29.0,2023-01-02 09:21:00,1.4010000626967368e+16,23.0,59.75919548409884,18.70182074875128,233.327868852459,3.7967212952551295,9.199999809265137
30,30.0,2023-01-02 09:22:00,1.4010000626967368e+16,24.0,59.75878518314685,18.697886547799836,264.66101694915255,2.501694956068265,8.100000381469727
31,31.0,2023-01-02 09:23:00,1.4010000626967368e+16,26.0,59.75733928680419,18.69751001993815,172.75,5.751666629314423,9.199999809265137
32,32.0,2023-01-02 09:24:00,1.4010000626967368e+16,25.0,59.75678321963451,18.69992446899414,186.95081967213116,3.899999974203891,7.199999809265137
33,33.0,2023-01-02 09:25:00,1.4010000626967368e+16,25.0,59.75733598612123,18.697568408513472,293.864406779661,4.125423730429956,7.5
34,34.0,2023-01-02 09:26:00,1.4010000626967368e+16,26.0,59.75812108893143,18.695324379101137,312.9298245614035,2.77368422140155,8.100000381469727
35,35.0,2023-01-02 09:27:00,1.4010000626967368e+16,27.0,59.7569082544205,18.691904839048995,180.82978723404256,6.417021299930329,10.0
36,36.0,2023-01-02 09:28:00,1.4010000626967368e+16,28.0,59.754838943481445,18.691397285461427,187.8,6.330000019073486,8.600000381469727
37,37.0,2023-01-02 09:29:00,1.4010000626967368e+16,29.0,59.753084971986965,18.691451697513976,116.39655172413794,3.44482762238075,9.199999809265137
38,38.0,2023-01-02 09:30:00,1.4010000626967368e+16,30.0,59.75267979015003,18.69354910417037,100.67272727272729,1.3618181770498103,5.800000190734863
39,39.0,2023-01-02 09:31:00,1.4010000626967368e+16,31.0,59.75264415740967,18.693795267740885,89.2,0.7066666682561239,8.600000381469727
40,40.0,2023-01-02 09:32:00,1.4010000626967368e+16,31.0,59.75243638356527,18.697264512379963,87.58333333333333,5.098333277304968,10.300000190734863
41,41.0,2023-01-02 09:33:00,1.4010000626967368e+16,33.0,59.753596347311266,18.701927889948305,132.2391304347826,7.182608697725379,10.0
42,42.0,2023-01-02 09:34:00,1.4010000626967368e+16,34.0,59.754268181033254,18.70220723966273,82.21951219512195,4.917073139330236,9.399999618530272
43,43.0,2023-01-02 09:35:00,1.4010000626967368e+16,35.0,59.75342473116788,18.708448323336516,98.04545454545456,6.863636406985196,9.699999809265137
44,44.0,2023-01-02 09:36:00,1.4010000626967368e+16,36.0,59.754235076904294,18.715290603637698,113.76,6.903999862670898,9.699999809265137
45,45.0,2023-01-02 09:37:00,1.4010000626967368e+16,37.0,59.7543701171875,18.715935134887697,279.53333333333336,4.933333317438762,7.800000190734863
46,46.0,2023-01-02 09:38:00,1.4010000626967368e+16,36.0,59.75413090098988,18.712959775057705,249.4909090909091,1.2836363727396185,7.800000190734863
47,47.0,2023-01-02 09:39:00,1.4010000626967368e+16,38.0,59.75366827157828,18.709567779149765,267.7692307692308,5.75128207451258,11.399999618530272
48,48.0,2023-01-02 09:40:00,1.4010000626967368e+16,39.0,59.75533377907493,18.707493001764472,62.54545454545455,6.654545385187323,10.0
49,49.0,2023-01-02 09:41:00,1.4010000626967368e+16,41.0,59.75834629899365,18.707535048662606,304.40677966101697,5.769491522999133,8.300000190734863
50,50.0,2023-01-02 09:42:00,1.4010000626967368e+16,9.0,59.759833865695526,18.704527718680247,253.68253968253967,4.044444419088817,8.300000190734863
51,51.0,2023-01-02 09:43:00,1.4010000626967368e+16,23.0,59.75958048502604,18.702285067240396,256.1,0.1649999966224034,3.0999999046325684
52,52.0,2023-01-02 09:44:00,1.4010000626967368e+16,23.0,59.75957776679368,18.702259188792745,256.0,0.0,0.0
53,53.0,2023-01-02 09:45:00,1.4010000626967368e+16,23.0,59.7593526159014,18.702104534421647,226.19642857142856,2.1803571496691023,6.099999904632568
54,54.0,2023-01-02 09:46:00,1.4010000626967368e+16,7.0,59.75877386836682,18.69881988784014,276.0508474576271,4.186440684027591,7.800000190734863
55,55.0,2023-01-02 09:47:00,1.4010000626967368e+16,26.0,59.75893253750272,18.69640848371718,280.68518518518516,4.205555589110763,11.399999618530272
